rollout_id,task_name,task_goal,video_filename,video_path,simulator,success_label,timestamp,additional_notes,video_url
test_act_dataset_20260324_183142_episode_9,test,test_goal,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260324_183142_episode_9/rollout_agentview.mp4,sim,true,2026-07-26T15:23:58Z,,
test_episode_20,test,test_goal,rollout_agentview.mp4,data/rollouts/test_episode_20/rollout_agentview.mp4,sim,True,2026-07-26T15:24:02Z,,
lerobot_pouring_ep000,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep000/rollout_agentview.mp4,real,,2026-07-26T17:11:51Z,Real robot ep 0 cut from file-002 [0.00s-43.90s],
lerobot_pouring_ep001,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep001/rollout_agentview.mp4,real,,2026-07-26T17:11:57Z,Real robot ep 1 cut from file-002 [43.90s-88.03s],
lerobot_pouring_ep002,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep002/rollout_agentview.mp4,real,,2026-07-26T17:12:02Z,Real robot ep 2 cut from file-002 [88.03s-129.03s],
lerobot_pouring_ep003,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep003/rollout_agentview.mp4,real,,2026-07-26T17:12:08Z,Real robot ep 3 cut from file-002 [129.03s-170.33s],
lerobot_pouring_ep004,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep004/rollout_agentview.mp4,real,,2026-07-26T17:12:16Z,Real robot ep 4 cut from file-002 [170.33s-227.47s],
lerobot_pouring_ep005,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep005/rollout_agentview.mp4,real,,2026-07-26T17:12:20Z,Real robot ep 5 cut from file-002 [227.47s-257.23s],
lerobot_pouring_ep006,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep006/rollout_agentview.mp4,real,,2026-07-26T17:12:24Z,Real robot ep 6 cut from file-003 [0.00s-36.53s],
lerobot_pouring_ep007,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep007/rollout_agentview.mp4,real,,2026-07-26T17:12:28Z,Real robot ep 7 cut from file-003 [36.53s-77.00s],
lerobot_pouring_ep008,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep008/rollout_agentview.mp4,real,,2026-07-26T17:12:33Z,Real robot ep 8 cut from file-003 [77.00s-113.63s],
lerobot_pouring_ep009,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep009/rollout_agentview.mp4,real,,2026-07-26T17:12:37Z,Real robot ep 9 cut from file-003 [113.63s-146.17s],
lerobot_pouring_ep010,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep010/rollout_agentview.mp4,real,,2026-07-26T17:12:43Z,Real robot ep 10 cut from file-003 [146.17s-181.03s],
lerobot_pouring_ep011,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep011/rollout_agentview.mp4,real,,2026-07-26T17:12:48Z,Real robot ep 11 cut from file-003 [181.03s-219.10s],
lerobot_pouring_ep012,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep012/rollout_agentview.mp4,real,,2026-07-26T17:12:54Z,Real robot ep 12 cut from file-003 [219.10s-258.30s],
lerobot_pouring_ep013,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep013/rollout_agentview.mp4,real,,2026-07-26T17:13:00Z,Real robot ep 13 cut from file-003 [258.30s-299.10s],
lerobot_pouring_ep014,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep014/rollout_agentview.mp4,real,,2026-07-26T17:13:05Z,Real robot ep 14 cut from file-003 [299.10s-333.50s],
lerobot_pouring_ep015,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep015/rollout_agentview.mp4,real,,2026-07-26T17:13:11Z,Real robot ep 15 cut from file-004 [0.00s-45.20s],
lerobot_pouring_ep016,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep016/rollout_agentview.mp4,real,,2026-07-26T17:13:18Z,Real robot ep 16 cut from file-004 [45.20s-92.40s],
lerobot_pouring_ep017,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep017/rollout_agentview.mp4,real,,2026-07-26T17:13:23Z,Real robot ep 17 cut from file-004 [92.40s-130.50s],
lerobot_pouring_ep018,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep018/rollout_agentview.mp4,real,,2026-07-26T17:13:28Z,Real robot ep 18 cut from file-004 [130.50s-165.90s],
lerobot_pouring_ep019,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep019/rollout_agentview.mp4,real,,2026-07-26T17:13:32Z,Real robot ep 19 cut from file-004 [165.90s-202.37s],
lerobot_pouring_ep020,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep020/rollout_agentview.mp4,real,,2026-07-26T17:13:37Z,Real robot ep 20 cut from file-004 [202.37s-238.87s],
lerobot_pouring_ep021,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep021/rollout_agentview.mp4,real,,2026-07-26T17:13:41Z,Real robot ep 21 cut from file-004 [238.87s-274.27s],
lerobot_pouring_ep022,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep022/rollout_agentview.mp4,real,,2026-07-26T17:13:45Z,Real robot ep 22 cut from file-004 [274.27s-307.53s],
lerobot_pouring_ep023,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep023/rollout_agentview.mp4,real,,2026-07-26T17:13:48Z,Real robot ep 23 cut from file-004 [307.53s-339.73s],
lerobot_pouring_ep024,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep024/rollout_agentview.mp4,real,,2026-07-26T17:13:51Z,Real robot ep 24 cut from file-005 [0.00s-31.10s],
lerobot_pouring_ep025,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep025/rollout_agentview.mp4,real,,2026-07-26T17:13:56Z,Real robot ep 25 cut from file-005 [31.10s-69.63s],
lerobot_pouring_ep026,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep026/rollout_agentview.mp4,real,,2026-07-26T17:14:00Z,Real robot ep 26 cut from file-005 [69.63s-105.00s],
lerobot_pouring_ep027,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep027/rollout_agentview.mp4,real,,2026-07-26T17:14:03Z,Real robot ep 27 cut from file-005 [105.00s-133.57s],
lerobot_pouring_ep028,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep028/rollout_agentview.mp4,real,,2026-07-26T17:14:07Z,Real robot ep 28 cut from file-005 [133.57s-167.80s],
lerobot_pouring_ep029,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep029/rollout_agentview.mp4,real,,2026-07-26T17:14:11Z,Real robot ep 29 cut from file-005 [167.80s-196.90s],
lerobot_pouring_ep030,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep030/rollout_agentview.mp4,real,,2026-07-26T17:14:16Z,Real robot ep 30 cut from file-005 [196.90s-234.37s],
lerobot_pouring_ep031,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep031/rollout_agentview.mp4,real,,2026-07-26T17:14:21Z,Real robot ep 31 cut from file-005 [234.37s-265.50s],
lerobot_pouring_ep032,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep032/rollout_agentview.mp4,real,,2026-07-26T17:14:25Z,Real robot ep 32 cut from file-005 [265.50s-298.70s],
lerobot_pouring_ep033,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep033/rollout_agentview.mp4,real,,2026-07-26T17:14:30Z,Real robot ep 33 cut from file-005 [298.70s-332.47s],
lerobot_pouring_ep034,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep034/rollout_agentview.mp4,real,,2026-07-26T17:14:35Z,Real robot ep 34 cut from file-006 [0.00s-32.30s],
lerobot_pouring_ep035,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep035/rollout_agentview.mp4,real,,2026-07-26T17:14:40Z,Real robot ep 35 cut from file-006 [32.30s-66.17s],
lerobot_pouring_ep036,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep036/rollout_agentview.mp4,real,,2026-07-26T17:14:45Z,Real robot ep 36 cut from file-006 [66.17s-96.50s],
lerobot_pouring_ep037,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep037/rollout_agentview.mp4,real,,2026-07-26T17:14:50Z,Real robot ep 37 cut from file-006 [96.50s-129.77s],
lerobot_pouring_ep038,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep038/rollout_agentview.mp4,real,,2026-07-26T17:14:54Z,Real robot ep 38 cut from file-006 [129.77s-161.87s],
lerobot_pouring_ep039,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep039/rollout_agentview.mp4,real,,2026-07-26T17:14:59Z,Real robot ep 39 cut from file-006 [161.87s-195.00s],
lerobot_pouring_ep040,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep040/rollout_agentview.mp4,real,,2026-07-26T17:15:04Z,Real robot ep 40 cut from file-006 [195.00s-226.47s],
lerobot_pouring_ep041,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep041/rollout_agentview.mp4,real,,2026-07-26T17:15:07Z,Real robot ep 41 cut from file-006 [226.47s-255.23s],
lerobot_pouring_ep042,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep042/rollout_agentview.mp4,real,,2026-07-26T17:15:10Z,Real robot ep 42 cut from file-006 [255.23s-282.70s],
lerobot_pouring_ep043,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep043/rollout_agentview.mp4,real,,2026-07-26T17:15:14Z,Real robot ep 43 cut from file-006 [282.70s-312.77s],
lerobot_pouring_ep044,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep044/rollout_agentview.mp4,real,,2026-07-26T17:15:18Z,Real robot ep 44 cut from file-006 [312.77s-341.97s],
lerobot_pouring_ep045,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep045/rollout_agentview.mp4,real,,2026-07-26T17:15:21Z,Real robot ep 45 cut from file-007 [0.00s-31.73s],
lerobot_pouring_ep046,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep046/rollout_agentview.mp4,real,,2026-07-26T17:15:25Z,Real robot ep 46 cut from file-007 [31.73s-60.60s],
lerobot_pouring_ep047,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep047/rollout_agentview.mp4,real,,2026-07-26T17:15:30Z,Real robot ep 47 cut from file-007 [60.60s-93.43s],
lerobot_pouring_ep048,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep048/rollout_agentview.mp4,real,,2026-07-26T17:15:34Z,Real robot ep 48 cut from file-007 [93.43s-118.87s],
lerobot_pouring_ep049,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep049/rollout_agentview.mp4,real,,2026-07-26T17:15:38Z,Real robot ep 49 cut from file-007 [118.87s-145.33s],
lerobot_pouring_ep050,lerobot_pouring,Pour liquid from one container to another using the SO-101 robot arm.,rollout_agentview.mp4,data/rollouts/lerobot_pouring_ep050/rollout_agentview.mp4,real,,2026-07-26T17:15:42Z,Real robot ep 50 cut from file-007 [145.33s-175.40s],
so101_episode_000000,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_161742_episode_8/rollout_agentview.mp4,sim,true,2026-07-26T15:21:58Z,legacy ID; maps to test_act_dataset_20260321_161742_episode_8,
so101_episode_000001,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_161742_episode_9/rollout_agentview.mp4,sim,true,2026-07-26T15:22:00Z,legacy ID; maps to test_act_dataset_20260321_161742_episode_9,
so101_episode_000002,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_161742_episode_11/rollout_agentview.mp4,sim,true,2026-07-26T15:21:49Z,legacy ID; maps to test_act_dataset_20260321_161742_episode_11,
so101_episode_000003,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_161742_episode_12/rollout_agentview.mp4,sim,true,2026-07-26T15:21:53Z,legacy ID; maps to test_act_dataset_20260321_161742_episode_12,
so101_episode_000004,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_161742_episode_13/rollout_agentview.mp4,sim,true,2026-07-26T15:21:56Z,legacy ID; maps to test_act_dataset_20260321_161742_episode_13,
so101_episode_000005,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_170342_episode_2/rollout_agentview.mp4,sim,true,2026-07-26T15:22:02Z,legacy ID; maps to test_act_dataset_20260321_170342_episode_2,
so101_episode_000006,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_170342_episode_4/rollout_agentview.mp4,sim,true,2026-07-26T15:22:05Z,legacy ID; maps to test_act_dataset_20260321_170342_episode_4,
so101_episode_000007,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260321_170342_episode_5/rollout_agentview.mp4,sim,true,2026-07-26T15:22:07Z,legacy ID; maps to test_act_dataset_20260321_170342_episode_5,
so101_episode_000008,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260322_204919_episode_0/rollout_agentview.mp4,sim,true,2026-07-26T15:22:09Z,legacy ID; maps to test_act_dataset_20260322_204919_episode_0,
so101_episode_000009,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260322_204919_episode_1/rollout_agentview.mp4,sim,true,2026-07-26T15:22:12Z,legacy ID; maps to test_act_dataset_20260322_204919_episode_1,
so101_episode_000010,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260322_204919_episode_2/rollout_agentview.mp4,sim,true,2026-07-26T15:22:14Z,legacy ID; maps to test_act_dataset_20260322_204919_episode_2,
so101_episode_000011,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260322_204919_episode_3/rollout_agentview.mp4,sim,true,2026-07-26T15:22:18Z,legacy ID; maps to test_act_dataset_20260322_204919_episode_3,
so101_episode_000012,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260322_204919_episode_4/rollout_agentview.mp4,sim,true,2026-07-26T15:22:22Z,legacy ID; maps to test_act_dataset_20260322_204919_episode_4,
so101_episode_000013,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260322_204919_episode_5/rollout_agentview.mp4,sim,false,2026-07-26T15:22:25Z,legacy ID; maps to test_act_dataset_20260322_204919_episode_5,
so101_episode_000014,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260324_181047_episode_0/rollout_agentview.mp4,sim,unsure,2026-07-26T15:22:29Z,legacy ID; maps to test_act_dataset_20260324_181047_episode_0,
so101_episode_000015,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260324_181047_episode_1/rollout_agentview.mp4,sim,true,2026-07-26T15:22:33Z,legacy ID; maps to test_act_dataset_20260324_181047_episode_1,
so101_episode_000016,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260324_181047_episode_2/rollout_agentview.mp4,sim,false,2026-07-26T15:22:36Z,legacy ID; maps to test_act_dataset_20260324_181047_episode_2,
so101_episode_000017,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260324_181047_episode_3/rollout_agentview.mp4,sim,false,2026-07-26T15:22:39Z,legacy ID; maps to test_act_dataset_20260324_181047_episode_3,
so101_episode_000018,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260324_181047_episode_4/rollout_agentview.mp4,sim,false,2026-07-26T15:22:41Z,legacy ID; maps to test_act_dataset_20260324_181047_episode_4,
so101_episode_000019,sim_pouring,Liquid pouring simulation - SO-101,rollout_agentview.mp4,data/rollouts/test_act_dataset_20260324_181047_episode_5/rollout_agentview.mp4,sim,false,2026-07-26T15:22:44Z,legacy ID; maps to test_act_dataset_20260324_181047_episode_5,
